invoice_id,customer_id,customer_name,invoice_date,due_date,invoice_amount,tax_amount,total_amount,paid_amount,balance_amount,payment_status,payment_date,payment_terms,currency,sales_rep_id,sales_rep_name,reference_number,tax_type
INV0000042,CUST000005,HDFC Tech Limited,2025-02-18,2025-04-19,103683.21,29031.30,132714.51,0.00,132714.51,Unpaid,,Net 60,INR,REP000047,Sanjay Joshi,PO-918821,GST28
INV0000043,CUST000005,HDFC Tech Limited,2025-01-21,2025-03-22,119308.58,33406.40,152714.98,0.00,152714.98,Overdue,,Net 60,INR,REP000009,Rajesh Gupta,PO-244367,GST28
INV0000051,CUST000006,Wipro Tech Limited,2025-03-05,2025-04-04,399821.19,19991.06,419812.25,0.00,419812.25,Overdue,,COD,INR,REP000018,Kavita Gupta,PO-962718,GST5
INV0000052,CUST000006,Wipro Tech Limited,2025-03-12,2025-04-11,131829.80,15819.58,147649.38,147649.38,0.00,Paid,2025-04-09,COD,INR,REP000001,Raj Gupta,PO-672704,GST12
INV0000053,CUST000006,Wipro Tech Limited,2024-11-17,2024-12-17,185993.53,22319.22,208312.75,208312.75,0.00,Paid,2025-03-31,COD,INR,REP000036,Anita Mishra,PO-329156,GST12
INV0000054,CUST000006,Wipro Tech Limited,2025-01-26,2025-02-25,289996.58,81199.04,371195.62,371195.62,0.00,Paid,2025-03-10,COD,INR,REP000025,Anil Mishra,PO-254172,GST28
INV0000055,CUST000006,Wipro Tech Limited,2025-04-01,2025-05-01,372848.68,67112.76,439961.44,439961.44,0.00,Paid,2025-04-12,COD,INR,REP000001,Raj Gupta,PO-638152,GST18
INV0000061,CUST000007,Mahindra Tech Limited,2025-03-06,2025-05-05,388624.76,69952.46,458577.22,0.00,458577.22,Unpaid,,Net 60,INR,REP000050,Ashok Joshi,PO-787709,GST18
INV0000062,CUST000007,Mahindra Tech Limited,2025-04-07,2025-06-06,76058.06,9126.97,85185.03,85185.03,0.00,Paid,2025-05-19,Net 60,INR,REP000023,Vijay Mishra,PO-169249,GST12
INV0000063,CUST000007,Mahindra Tech Limited,2024-10-30,2024-12-29,461898.30,55427.80,517326.10,0.00,517326.10,Overdue,,Net 60,INR,REP000033,Pooja Mishra,PO-705043,GST12
INV0000064,CUST000007,Mahindra Tech Limited,2025-01-09,2025-03-10,68656.46,12358.16,81014.62,81014.62,0.00,Paid,2025-03-15,Net 60,INR,REP000005,Anil Gupta,PO-523169,GST18
INV0000065,CUST000007,Mahindra Tech Limited,2025-03-12,2025-05-11,117777.54,21199.96,138977.50,0.00,138977.50,Unpaid,,Net 60,INR,REP000045,Anil Joshi,PO-592303,GST18
INV0000066,CUST000007,Mahindra Tech Limited,2025-01-31,2025-04-01,277261.25,33271.35,310532.60,310532.60,0.00,Paid,2025-03-27,Net 60,INR,REP000019,Shalini Gupta,PO-886387,GST12
INV0000067,CUST000007,Mahindra Tech Limited,2024-11-15,2025-01-14,256124.25,46102.36,302226.61,302226.61,0.00,Paid,2024-12-08,Net 60,INR,REP000044,Sunil Joshi,PO-507507,GST18
INV0000071,CUST000008,Birla Tech Limited,2025-03-31,2025-04-07,279433.11,33531.97,312965.08,0.00,312965.08,Overdue,,Net 7,INR,REP000026,Rahul Mishra,PO-994361,GST12
INV0000072,CUST000008,Birla Tech Limited,2024-12-05,2024-12-12,470679.12,84722.24,555401.36,555401.36,0.00,Paid,2025-02-01,Net 7,INR,REP000004,Sunil Gupta,PO-604198,GST18
INV0000073,CUST000008,Birla Tech Limited,2025-01-31,2025-02-07,356379.89,42765.59,399145.48,399145.48,0.00,Paid,2025-03-19,Net 7,INR,REP000046,Rahul Joshi,PO-466968,GST12
INV0000081,CUST000009,Adani Tech Limited,2025-02-06,2025-03-08,77095.95,13877.27,90973.22,90973.22,0.00,Paid,2025-02-21,Net 30,INR,REP000025,Anil Mishra,PO-161779,GST18
INV0000082,CUST000009,Adani Tech Limited,2025-01-29,2025-02-28,157285.84,18874.30,176160.14,0.00,176160.14,Overdue,,Net 30,INR,REP000015,Sunita Gupta,PO-191317,GST12
INV0000083,CUST000009,Adani Tech Limited,2024-12-13,2025-01-12,434070.92,21703.55,455774.47,455774.47,0.00,Paid,2025-04-14,Net 30,INR,REP000037,Meena Mishra,PO-138191,GST5
INV0000084,CUST000009,Adani Tech Limited,2025-01-03,2025-02-02,412624.47,74272.40,486896.87,0.00,486896.87,Overdue,,Net 30,INR,REP000025,Anil Mishra,PO-899283,GST18
INV0000085,CUST000009,Adani Tech Limited,2024-12-20,2025-01-19,131239.82,23623.17,154862.99,154862.99,0.00,Paid,2025-03-07,Net 30,INR,REP000026,Rahul Mishra,PO-831443,GST18
INV0000091,CUST000010,JSW Tech Limited,2024-12-21,2025-01-05,79294.22,3964.71,83258.93,0.00,83258.93,Overdue,,Net 15,INR,REP000044,Sunil Joshi,PO-106401,GST5
INV0000092,CUST000010,JSW Tech Limited,2024-11-02,2024-11-17,26992.56,3239.11,30231.67,30231.67,0.00,Paid,2025-03-09,Net 15,INR,REP000021,Raj Mishra,PO-634364,GST12
INV0000093,CUST000010,JSW Tech Limited,2025-02-28,2025-03-15,33251.14,5985.21,39236.35,39236.35,0.00,Paid,2025-04-14,Net 15,INR,REP000023,Vijay Mishra,PO-437283,GST18
INV0000094,CUST000010,JSW Tech Limited,2024-11-19,2024-12-04,44240.48,7963.29,52203.77,52203.77,0.00,Paid,2024-12-29,Net 15,INR,REP000033,Pooja Mishra,PO-934901,GST18
INV0000101,CUST000011,Godrej Tech Limited,2024-10-23,2024-12-07,126227.85,22721.01,148948.86,148948.86,0.00,Paid,2024-11-21,Net 45,INR,REP000048,Rakesh Joshi,PO-897026,GST18
INV0000102,CUST000011,Godrej Tech Limited,2024-11-19,2025-01-03,215727.40,10786.37,226513.77,0.00,226513.77,Overdue,,Net 45,INR,REP000008,Rakesh Gupta,PO-376808,GST5
INV0000103,CUST000011,Godrej Tech Limited,2025-02-01,2025-03-18,129776.49,6488.82,136265.31,136265.31,0.00,Paid,2025-03-12,Net 45,INR,REP000013,Pooja Gupta,PO-703956,GST5
INV0000104,CUST000011,Godrej Tech Limited,2024-11-26,2025-01-10,442994.13,79738.94,522733.07,522733.07,0.00,Paid,2025-02-18,Net 45,INR,REP000031,Priya Mishra,PO-342164,GST18
INV0000105,CUST000011,Godrej Tech Limited,2024-11-11,2024-12-26,422834.65,76110.24,498944.89,0.00,498944.89,Overdue,,Net 45,INR,REP000032,Neha Mishra,PO-691388,GST18
INV0000106,CUST000011,Godrej Tech Limited,2025-01-10,2025-02-24,404293.41,20214.67,424508.08,0.00,424508.08,Overdue,,Net 45,INR,REP000027,Sanjay Mishra,PO-786688,GST5
INV0000111,CUST000012,L&T Tech Limited,2025-04-18,2025-05-03,167183.65,20062.04,187245.69,0.00,187245.69,Unpaid,,Net 15,INR,REP000045,Anil Joshi,PO-561037,GST12
INV0000112,CUST000012,L&T Tech Limited,2025-03-01,2025-03-16,225789.18,11289.46,237078.64,237078.64,0.00,Paid,2025-03-31,Net 15,INR,REP000050,Ashok Joshi,PO-412735,GST5
INV0000113,CUST000012,L&T Tech Limited,2025-03-01,2025-03-16,228829.31,41189.28,270018.59,270018.59,0.00,Paid,2025-04-12,Net 15,INR,REP000043,Vijay Joshi,PO-697743,GST18
INV0000114,CUST000012,L&T Tech Limited,2024-11-14,2024-11-29,197491.71,35548.51,233040.22,233040.22,0.00,Paid,2025-02-01,Net 15,INR,REP000014,Rani Gupta,PO-633889,GST18
INV0000115,CUST000012,L&T Tech Limited,2025-04-02,2025-04-17,484771.25,58172.55,542943.80,542943.80,0.00,Paid,2025-04-17,Net 15,INR,REP000031,Priya Mishra,PO-752207,GST12
INV0000121,CUST000013,ICICI Tech Limited,2025-03-17,2025-04-01,95881.89,17258.74,113140.63,0.00,113140.63,Overdue,,Net 15,INR,REP000015,Sunita Gupta,PO-714021,GST18
INV0000122,CUST000013,ICICI Tech Limited,2025-02-28,2025-03-15,259492.71,46708.69,306201.40,306201.40,0.00,Paid,2025-04-07,Net 15,INR,REP000003,Vijay Gupta,PO-597358,GST18
INV0000123,CUST000013,ICICI Tech Limited,2024-11-02,2024-11-17,194797.94,54543.42,249341.36,249341.36,0.00,Paid,2025-04-14,Net 15,INR,REP000049,Rajesh Joshi,PO-351295,GST28
INV0000124,CUST000013,ICICI Tech Limited,2024-11-11,2024-11-26,242823.71,43708.27,286531.98,286531.98,0.00,Paid,2024-12-13,Net 15,INR,REP000033,Pooja Mishra,PO-105602,GST18
INV0000125,CUST000013,ICICI Tech Limited,2024-11-20,2024-12-05,477266.58,23863.33,501129.91,0.00,501129.91,Overdue,,Net 15,INR,REP000014,Rani Gupta,PO-930098,GST5
INV0000126,CUST000013,ICICI Tech Limited,2025-04-02,2025-04-17,445871.08,80256.79,526127.87,0.00,526127.87,Overdue,,Net 15,INR,REP000010,Ashok Gupta,PO-124409,GST18
INV0000127,CUST000013,ICICI Tech Limited,2025-01-07,2025-01-22,458109.30,54973.12,513082.42,513082.42,0.00,Paid,2025-03-09,Net 15,INR,REP000040,Geeta Mishra,PO-410813,GST12
INV0000131,CUST000014,SBI Tech Limited,2024-10-29,2024-11-13,749204.49,134856.81,884061.30,884061.30,0.00,Paid,2025-01-24,Net 15,INR,REP000042,Amit Joshi,PO-484569,GST18
INV0000132,CUST000014,SBI Tech Limited,2025-02-01,2025-02-16,984065.08,49203.25,1033268.33,1033268.33,0.00,Paid,2025-04-13,Net 15,INR,REP000038,Kavita Mishra,PO-351237,GST5
INV0000133,CUST000014,SBI Tech Limited,2025-01-20,2025-02-04,1210019.95,217803.59,1427823.54,0.00,1427823.54,Overdue,,Net 15,INR,REP000042,Amit Joshi,PO-642546,GST18
INV0000134,CUST000014,SBI Tech Limited,2024-10-27,2024-11-11,696965.70,195150.40,892116.10,0.00,892116.10,Overdue,,Net 15,INR,REP000037,Meena Mishra,PO-669787,GST28
INV0000135,CUST000014,SBI Tech Limited,2025-02-05,2025-02-20,337207.77,40464.93,377672.70,377672.70,0.00,Paid,2025-04-06,Net 15,INR,REP000049,Rajesh Joshi,PO-430169,GST12
INV0000136,CUST000014,SBI Tech Limited,2025-03-19,2025-04-03,1394758.43,251056.52,1645814.95,1645814.95,0.00,Paid,2025-04-12,Net 15,INR,REP000017,Meena Gupta,PO-303911,GST18
INV0000137,CUST000014,SBI Tech Limited,2025-01-27,2025-02-11,1314047.17,367933.21,1681980.38,1681980.38,0.00,Paid,2025-03-02,Net 15,INR,REP000050,Ashok Joshi,PO-556463,GST28
INV0000138,CUST000014,SBI Tech Limited,2025-04-11,2025-04-26,277730.97,49991.57,327722.54,0.00,327722.54,Unpaid,,Net 15,INR,REP000030,Ashok Mishra,PO-297471,GST18
INV0000141,CUST000015,TCS Tech Limited,2024-12-10,2025-01-24,434916.14,78284.91,513201.05,0.00,513201.05,Overdue,,Net 45,INR,REP000027,Sanjay Mishra,PO-805576,GST18
INV0000142,CUST000015,TCS Tech Limited,2024-12-05,2025-01-19,85470.47,4273.52,89743.99,0.00,89743.99,Overdue,,Net 45,INR,REP000041,Raj Joshi,PO-122483,GST5
INV0000143,CUST000015,TCS Tech Limited,2025-01-28,2025-03-14,437402.97,78732.53,516135.50,516135.50,0.00,Paid,2025-03-25,Net 45,INR,REP000021,Raj Mishra,PO-860452,GST18
INV0000144,CUST000015,TCS Tech Limited,2024-11-16,2024-12-31,180491.76,9024.59,189516.35,189516.35,0.00,Paid,2024-11-26,Net 45,INR,REP000008,Rakesh Gupta,PO-519061,GST5
INV0000145,CUST000015,TCS Tech Limited,2024-12-20,2025-02-03,258488.69,46527.96,305016.65,305016.65,0.00,Paid,2025-02-16,Net 45,INR,REP000005,Anil Gupta,PO-878818,GST18
INV0000151,CUST000016,Bajaj Tech Limited,2025-03-30,2025-04-29,56763.84,15893.88,72657.72,35475.72,37181.99,Partial,2025-04-06,Net 30,INR,REP000030,Ashok Mishra,PO-754567,GST28
INV0000152,CUST000016,Bajaj Tech Limited,2024-12-16,2025-01-15,54441.00,6532.92,60973.92,0.00,60973.92,Overdue,,Net 30,INR,REP000048,Rakesh Joshi,PO-904231,GST12
INV0000153,CUST000016,Bajaj Tech Limited,2024-12-09,2025-01-08,94771.17,11372.54,106143.71,0.00,106143.71,Overdue,,Net 30,INR,REP000027,Sanjay Mishra,PO-212751,GST12
INV0000154,CUST000016,Bajaj Tech Limited,2025-01-05,2025-02-04,61143.37,11005.81,72149.18,0.00,72149.18,Overdue,,Net 30,INR,REP000033,Pooja Mishra,PO-394499,GST18
INV0000155,CUST000016,Bajaj Tech Limited,2025-03-09,2025-04-08,33536.92,4024.43,37561.35,0.00,37561.35,Overdue,,Net 30,INR,REP000022,Amit Mishra,PO-684379,GST12
INV0000156,CUST000016,Bajaj Tech Limited,2025-02-05,2025-03-07,41355.72,2067.79,43423.51,43423.51,0.00,Paid,2025-03-08,Net 30,INR,REP000036,Anita Mishra,PO-858683,GST5
INV0000157,CUST000016,Bajaj Tech Limited,2025-02-21,2025-03-23,60713.40,10928.41,71641.81,71641.81,0.00,Paid,2025-03-25,Net 30,INR,REP000029,Rajesh Mishra,PO-231883,GST18
INV0000158,CUST000016,Bajaj Tech Limited,2025-03-17,2025-04-16,68393.92,3419.70,71813.62,0.00,71813.62,Overdue,,Net 30,INR,REP000047,Sanjay Joshi,PO-294725,GST5
INV0000161,CUST000017,HCL Tech Limited,2025-03-14,2025-04-28,65903.65,7908.44,73812.09,73812.09,0.00,Paid,2025-04-20,Net 45,INR,REP000016,Anita Gupta,PO-404707,GST12
INV0000162,CUST000017,HCL Tech Limited,2025-02-03,2025-03-20,58299.94,10493.99,68793.93,68793.93,0.00,Paid,2025-03-23,Net 45,INR,REP000041,Raj Joshi,PO-516152,GST18
INV0000163,CUST000017,HCL Tech Limited,2025-03-10,2025-04-24,73220.69,20501.79,93722.48,51832.35,41890.13,Partial,2025-04-22,Net 45,INR,REP000043,Vijay Joshi,PO-336532,GST28
INV0000164,CUST000017,HCL Tech Limited,2024-10-26,2024-12-10,58709.59,16438.69,75148.28,0.00,75148.28,Overdue,,Net 45,INR,REP000003,Vijay Gupta,PO-900892,GST28
INV0000171,CUST000018,Hindustan Tech Limited,2024-12-12,2025-02-10,304740.63,54853.31,359593.94,359593.94,0.00,Paid,2025-01-17,Net 60,INR,REP000037,Meena Mishra,PO-641824,GST18
INV0000172,CUST000018,Hindustan Tech Limited,2025-04-09,2025-06-08,138270.05,24888.61,163158.66,0.00,163158.66,Unpaid,,Net 60,INR,REP000039,Shalini Mishra,PO-613815,GST18
INV0000173,CUST000018,Hindustan Tech Limited,2024-11-08,2025-01-07,235076.25,28209.15,263285.40,263285.40,0.00,Paid,2024-11-25,Net 60,INR,REP000045,Anil Joshi,PO-774737,GST12
INV0000174,CUST000018,Hindustan Tech Limited,2025-03-24,2025-05-23,263348.58,31601.83,294950.41,89315.36,205635.05,Partial,2025-04-09,Net 60,INR,REP000028,Rakesh Mishra,PO-539243,GST12
INV0000175,CUST000018,Hindustan Tech Limited,2025-02-19,2025-04-20,489079.13,88034.24,577113.37,0.00,577113.37,Unpaid,,Net 60,INR,REP000029,Rajesh Mishra,PO-897485,GST18
INV0000176,CUST000018,Hindustan Tech Limited,2024-12-11,2025-02-09,51713.03,6205.56,57918.59,0.00,57918.59,Overdue,,Net 60,INR,REP000048,Rakesh Joshi,PO-132771,GST12
INV0000177,CUST000018,Hindustan Tech Limited,2024-11-18,2025-01-17,57034.55,10266.22,67300.77,67300.77,0.00,Paid,2025-04-06,Net 60,INR,REP000015,Sunita Gupta,PO-144125,GST18
INV0000178,CUST000018,Hindustan Tech Limited,2025-02-16,2025-04-17,156832.47,28229.84,185062.31,0.00,185062.31,Overdue,,Net 60,INR,REP000040,Geeta Mishra,PO-844365,GST18
INV0000181,CUST000019,Indian Tech Limited,2025-02-13,2025-02-28,30911.72,1545.59,32457.31,0.00,32457.31,Overdue,,Net 15,INR,REP000031,Priya Mishra,PO-819031,GST5
INV0000182,CUST000019,Indian Tech Limited,2025-01-11,2025-01-26,12024.75,2164.45,14189.20,14189.20,0.00,Paid,2025-02-26,Net 15,INR,REP000034,Rani Mishra,PO-685217,GST18
INV0000183,CUST000019,Indian Tech Limited,2025-01-29,2025-02-13,52583.28,9464.99,62048.27,62048.27,0.00,Paid,2025-03-31,Net 15,INR,REP000014,Rani Gupta,PO-922383,GST18
INV0000184,CUST000019,Indian Tech Limited,2024-11-02,2024-11-17,57934.43,6952.13,64886.56,0.00,64886.56,Overdue,,Net 15,INR,REP000024,Sunil Mishra,PO-495223,GST12
INV0000185,CUST000019,Indian Tech Limited,2024-12-07,2024-12-22,90127.93,10815.35,100943.28,0.00,100943.28,Overdue,,Net 15,INR,REP000012,Neha Gupta,PO-325956,GST12
INV0000191,CUST000020,Tech Tech Limited,2024-12-14,2025-02-12,62215.21,17420.26,79635.47,79635.47,0.00,Paid,2025-04-07,Net 60,INR,REP000050,Ashok Joshi,PO-174613,GST28
INV0000192,CUST000020,Tech Tech Limited,2024-11-11,2025-01-10,33609.18,1680.46,35289.64,35289.64,0.00,Paid,2025-04-06,Net 60,INR,REP000030,Ashok Mishra,PO-846709,GST5
INV0000193,CUST000020,Tech Tech Limited,2024-12-04,2025-02-02,38936.09,1946.80,40882.89,40882.89,0.00,Paid,2025-02-25,Net 60,INR,REP000025,Anil Mishra,PO-266836,GST5
INV0000194,CUST000020,Tech Tech Limited,2024-12-10,2025-02-08,12937.69,1552.52,14490.21,14490.21,0.00,Paid,2025-02-12,Net 60,INR,REP000045,Anil Joshi,PO-526603,GST12
INV0000195,CUST000020,Tech Tech Limited,2024-12-14,2025-02-12,22161.26,3989.03,26150.29,26150.29,0.00,Paid,2025-02-20,Net 60,INR,REP000032,Neha Mishra,PO-611513,GST18
INV0000196,CUST000020,Tech Tech Limited,2024-11-15,2025-01-14,28375.90,7945.25,36321.15,36321.15,0.00,Paid,2025-01-02,Net 60,INR,REP000024,Sunil Mishra,PO-103935,GST28
INV0000197,CUST000020,Tech Tech Limited,2025-03-01,2025-04-30,51213.71,2560.69,53774.40,0.00,53774.40,Unpaid,,Net 60,INR,REP000025,Anil Mishra,PO-445801,GST5
INV0000198,CUST000020,Tech Tech Limited,2025-02-08,2025-04-09,47371.23,2368.56,49739.79,49739.79,0.00,Paid,2025-02-24,Net 60,INR,REP000002,Amit Gupta,PO-755432,GST5
INV0000201,CUST000021,Tata Info Limited,2024-12-24,2025-01-08,40958.56,7372.54,48331.10,48331.10,0.00,Paid,2024-12-29,Net 15,INR,REP000010,Ashok Gupta,PO-259751,GST18
INV0000202,CUST000021,Tata Info Limited,2025-01-10,2025-01-25,39850.74,4782.09,44632.83,44632.83,0.00,Paid,2025-01-16,Net 15,INR,REP000020,Geeta Gupta,PO-225057,GST12
INV0000203,CUST000021,Tata Info Limited,2025-04-10,2025-04-25,56365.52,15782.35,72147.87,0.00,72147.87,Unpaid,,Net 15,INR,REP000028,Rakesh Mishra,PO-331180,GST28
INV0000204,CUST000021,Tata Info Limited,2025-02-18,2025-03-05,86627.94,4331.40,90959.34,90959.34,0.00,Paid,2025-02-28,Net 15,INR,REP000046,Rahul Joshi,PO-700605,GST5
INV0000205,CUST000021,Tata Info Limited,2025-03-02,2025-03-17,66062.17,11891.19,77953.36,77953.36,0.00,Paid,2025-03-15,Net 15,INR,REP000046,Rahul Joshi,PO-255217,GST18
INV0000206,CUST000021,Tata Info Limited,2024-11-06,2024-11-21,87585.14,10510.22,98095.36,0.00,98095.36,Overdue,,Net 15,INR,REP000001,Raj Gupta,PO-525070,GST12
INV0000207,CUST000021,Tata Info Limited,2025-02-02,2025-02-17,47540.18,8557.23,56097.41,56097.41,0.00,Paid,2025-02-21,Net 15,INR,REP000024,Sunil Mishra,PO-943830,GST18
INV0000211,CUST000022,Reliance Info Limited,2024-11-14,2024-11-29,18664.22,2239.71,20903.93,20903.93,0.00,Paid,2025-03-01,Net 15,INR,REP000006,Rahul Gupta,PO-616027,GST12
INV0000212,CUST000022,Reliance Info Limited,2025-02-26,2025-03-13,12946.14,2330.31,15276.45,15276.45,0.00,Paid,2025-03-05,Net 15,INR,REP000032,Neha Mishra,PO-405164,GST18
INV0000213,CUST000022,Reliance Info Limited,2025-03-08,2025-03-23,75995.32,9119.44,85114.76,0.00,85114.76,Overdue,,Net 15,INR,REP000001,Raj Gupta,PO-560469,GST12
INV0000214,CUST000022,Reliance Info Limited,2025-03-24,2025-04-08,85250.93,4262.55,89513.48,89513.48,0.00,Paid,2025-04-15,Net 15,INR,REP000010,Ashok Gupta,PO-235144,GST5
INV0000215,CUST000022,Reliance Info Limited,2024-11-07,2024-11-22,57777.58,10399.96,68177.54,68177.54,0.00,Paid,2024-11-27,Net 15,INR,REP000015,Sunita Gupta,PO-248609,GST18
INV0000216,CUST000022,Reliance Info Limited,2025-01-21,2025-02-05,52236.05,14626.09,66862.14,66862.14,0.00,Paid,2025-04-13,Net 15,INR,REP000018,Kavita Gupta,PO-707905,GST28
INV0000221,CUST000023,Infosys Info Limited,2024-11-07,2024-12-22,58968.91,7076.27,66045.18,0.00,66045.18,Overdue,,Net 45,INR,REP000021,Raj Mishra,PO-438142,GST12
INV0000222,CUST000023,Infosys Info Limited,2025-01-16,2025-03-02,30896.78,5561.42,36458.20,0.00,36458.20,Overdue,,Net 45,INR,REP000016,Anita Gupta,PO-589709,GST18
INV0000223,CUST000023,Infosys Info Limited,2025-04-07,2025-05-22,30571.54,1528.58,32100.12,0.00,32100.12,Unpaid,,Net 45,INR,REP000030,Ashok Mishra,PO-779710,GST5
INV0000224,CUST000023,Infosys Info Limited,2024-11-28,2025-01-12,89788.85,10774.66,100563.51,100563.51,0.00,Paid,2025-02-04,Net 45,INR,REP000003,Vijay Gupta,PO-782815,GST12
INV0000225,CUST000023,Infosys Info Limited,2025-04-16,2025-05-31,25100.05,3012.01,28112.06,0.00,28112.06,Unpaid,,Net 45,INR,REP000009,Rajesh Gupta,PO-390085,GST12
INV0000226,CUST000023,Infosys Info Limited,2025-04-16,2025-05-31,72139.97,20199.19,92339.16,92339.16,0.00,Paid,2025-04-19,Net 45,INR,REP000031,Priya Mishra,PO-532366,GST28
INV0000227,CUST000023,Infosys Info Limited,2025-02-24,2025-04-10,54271.40,9768.85,64040.25,0.00,64040.25,Overdue,,Net 45,INR,REP000041,Raj Joshi,PO-514341,GST18
INV0000231,CUST000024,Bharti Info Limited,2024-12-22,2025-01-21,334875.86,60277.65,395153.51,0.00,395153.51,Overdue,,Net 30,INR,REP000049,Rajesh Joshi,PO-668620,GST18
INV0000232,CUST000024,Bharti Info Limited,2025-04-03,2025-05-03,293880.27,35265.63,329145.90,0.00,329145.90,Unpaid,,Net 30,INR,REP000007,Sanjay Gupta,PO-435844,GST12
INV0000233,CUST000024,Bharti Info Limited,2024-11-13,2024-12-13,498680.15,59841.62,558521.77,558521.77,0.00,Paid,2025-01-10,Net 30,INR,REP000020,Geeta Gupta,PO-107961,GST12
INV0000234,CUST000024,Bharti Info Limited,2024-11-04,2024-12-04,124668.88,14960.27,139629.15,139629.15,0.00,Paid,2025-03-31,Net 30,INR,REP000006,Rahul Gupta,PO-302933,GST12
